1448276492.950424	46.345975	-0.402098	90.403000	52.725775
1448276493.945616	46.345968	-0.402110	88.572000	52.725775
1448276494.947191	46.345963	-0.402119	87.154000	52.725775
1448276495.943263	46.345962	-0.402127	86.921000	52.725775
1448276496.951001	46.345958	-0.402136	86.632000	52.725775
1448276497.946409	46.345957	-0.402137	86.227000	52.725775
1448276498.955261	46.345959	-0.402127	85.909000	52.725775
1448276499.950613	46.345956	-0.402128	85.852000	52.725775
1448276500.953452	46.345957	-0.402126	85.762000	52.725775
1448276501.953364	46.345957	-0.402124	86.002000	52.725775
1448276502.956490	46.345957	-0.402123	86.094000	52.725775
1448276503.956426	46.345956	-0.402125	86.042000	52.725775
1448276504.958424	46.345957	-0.402123	85.939000	52.725775
1448276505.954292	46.345958	-0.402121	85.750000	52.725775
1448276506.954050	46.345957	-0.402122	85.541000	52.725775
1448276507.952998	46.345958	-0.402117	85.436000	52.725775
1448276508.957736	46.345958	-0.402117	84.912000	52.725775
1448276509.958829	46.345958	-0.402116	84.233000	52.725775
1448276510.959012	46.345958	-0.402114	83.736000	52.725775
1448276511.957007	46.345958	-0.402112	83.263000	52.725775
1448276512.959644	46.345958	-0.402113	83.208000	52.725775
1448276513.956461	46.345959	-0.402111	83.103000	52.725775
1448276514.958725	46.345958	-0.402112	83.271000	52.725775
1448276515.956391	46.345958	-0.402113	83.334000	52.725775
1448276516.956832	46.345957	-0.402116	83.354000	52.725775
1448276517.955995	46.345958	-0.402116	83.320000	52.725775
1448276518.960924	46.345959	-0.402115	83.337000	52.725775
1448276519.956370	46.345959	-0.402117	83.487000	52.725775
1448276520.958643	46.345961	-0.402117	83.469000	52.725775
1448276521.957259	46.345961	-0.402118	83.599000	52.725775
1448276522.960192	46.345961	-0.402120	83.718000	52.725775
1448276523.959504	46.345961	-0.402120	83.756000	52.725775
1448276524.959759	46.345962	-0.402122	83.863000	52.725775
1448276525.960393	46.345962	-0.402123	83.977000	52.725775
1448276526.961808	46.345963	-0.402122	83.994000	52.725775
1448276527.960525	46.345963	-0.402122	83.979000	52.725775
1448276528.962907	46.345961	-0.402124	84.203000	52.725775
1448276529.961632	46.345960	-0.402128	84.271000	52.725775
1448276530.963902	46.345960	-0.402128	84.405000	52.725775
1448276531.963341	46.345959	-0.402128	84.582000	52.725775
1448276532.965923	46.345959	-0.402129	84.630000	52.725775
1448276533.964801	46.345959	-0.402130	84.764000	52.725775
1448276534.969133	46.345958	-0.402132	84.791000	52.725775
1448276535.962866	46.345958	-0.402132	85.089000	52.725775
1448276536.970896	46.345958	-0.402132	85.110000	52.725775
1448276537.967492	46.345957	-0.402135	85.215000	52.725775
1448276538.968796	46.345957	-0.402136	85.221000	52.725775
1448276539.968851	46.345957	-0.402136	85.392000	52.725775
1448276540.969067	46.345958	-0.402135	85.507000	52.725775
1448276541.968438	46.345958	-0.402135	85.507000	52.725775
1448276542.969817	46.345958	-0.402136	85.501000	52.725775
1448276543.970548	46.345958	-0.402135	85.296000	52.725775
1448276544.970413	46.345959	-0.402135	85.332000	52.725775
1448276545.970210	46.345959	-0.402133	85.247000	52.725775
1448276546.971050	46.345958	-0.402134	85.196000	52.725775
1448276547.970218	46.345958	-0.402133	85.239000	52.725775
1448276548.973963	46.345959	-0.402131	85.176000	52.725775
1448276549.972306	46.345959	-0.402130	85.119000	52.725775
1448276550.974922	46.345959	-0.402130	85.097000	52.725775
1448276551.973486	46.345960	-0.402129	85.105000	52.725775
1448276552.977609	46.345960	-0.402127	85.050000	52.725775
1448276553.975184	46.345961	-0.402125	85.043000	52.725775
1448276554.976815	46.345961	-0.402126	85.129000	52.725775
1448276555.975886	46.345962	-0.402125	85.230000	52.725775
1448276556.976921	46.345962	-0.402124	85.196000	52.725775
1448276557.975987	46.345963	-0.402124	85.239000	52.725775
1448276558.978817	46.345963	-0.402124	85.141000	52.725775
1448276559.978370	46.345963	-0.402123	85.205000	52.725775
1448276560.980281	46.345962	-0.402126	85.047000	52.725775
1448276561.979029	46.345962	-0.402126	85.110000	52.725775
1448276562.981548	46.345961	-0.402126	84.982000	52.725775
1448276563.979378	46.345962	-0.402126	84.812000	52.725775
1448276564.982058	46.345961	-0.402126	84.663000	52.725775
1448276565.979673	46.345961	-0.402128	84.635000	52.725775
1448276566.985727	46.345961	-0.402128	84.706000	52.725775
1448276567.981575	46.345962	-0.402126	84.460000	52.725775
1448276568.982231	46.345962	-0.402126	84.354000	52.725775
1448276569.983772	46.345962	-0.402125	84.531000	52.725775
1448276570.984515	46.345962	-0.402126	84.382000	52.725775
1448276571.982988	46.345963	-0.402124	84.390000	52.725775
1448276572.985606	46.345963	-0.402124	84.256000	52.725775
1448276573.984513	46.345963	-0.402122	84.327000	52.725775
1448276574.987472	46.345962	-0.402124	84.255000	52.725775
1448276575.986056	46.345962	-0.402125	84.126000	52.725775
1448276576.987688	46.345961	-0.402127	84.053000	52.725775
1448276577.986096	46.345960	-0.402129	83.924000	52.725775
1448276578.991431	46.345959	-0.402129	83.931000	52.725775
1448276579.988992	46.345959	-0.402130	84.000000	52.725775
1448276580.989309	46.345959	-0.402129	84.193000	52.725775
1448276581.988208	46.345960	-0.402128	84.207000	52.725775
1448276582.991027	46.345960	-0.402128	84.180000	52.725775
1448276583.990711	46.345960	-0.402129	84.110000	52.725775
1448276584.992826	46.345959	-0.402133	84.087000	52.725775
1448276585.990769	46.345958	-0.402138	84.390000	52.725775
1448276586.992102	46.345957	-0.402137	84.466000	52.725775
1448276587.991915	46.345956	-0.402138	84.491000	52.725775
1448276588.998497	46.345956	-0.402137	84.611000	52.725775
1448276589.993512	46.345954	-0.402141	84.467000	52.725775
1448276590.994525	46.345954	-0.402143	84.595000	52.725775
1448276591.993478	46.345956	-0.402142	84.760000	52.725775
1448276592.995948	46.345956	-0.402140	84.874000	52.725775
1448276593.993999	46.345955	-0.402144	85.091000	52.725775
1448276594.999648	46.345954	-0.402147	85.238000	52.725775
1448276595.995153	46.345953	-0.402151	85.223000	52.725775
1448276596.997822	46.345952	-0.402152	85.243000	52.725775
1448276597.993874	46.345952	-0.402152	85.264000	52.725775
1448276598.998438	46.345952	-0.402152	85.186000	52.725775
1448276599.998244	46.345952	-0.402151	85.171000	52.725775
1448276600.998370	46.345951	-0.402153	85.213000	52.725775
1448276601.999317	46.345951	-0.402153	85.079000	52.725775
1448276603.000332	46.345951	-0.402151	84.908000	52.725775
1448276603.998414	46.345951	-0.402152	85.063000	52.725775
1448276604.998487	46.345949	-0.402154	85.024000	52.725775
1448276605.999164	46.345949	-0.402153	85.214000	52.725775
1448276607.002972	46.345949	-0.402154	85.298000	52.725775
1448276607.999934	46.345949	-0.402155	85.392000	52.725775
1448276609.001438	46.345948	-0.402157	85.524000	52.725775
1448276609.999775	46.345949	-0.402154	85.541000	52.725775
1448276611.001953	46.345949	-0.402155	85.690000	52.725775
1448276612.000256	46.345948	-0.402157	85.929000	52.725775
1448276613.004308	46.345949	-0.402158	86.454000	52.725775
1448276614.000020	46.345949	-0.402158	86.724000	52.725775
1448276615.002422	46.345949	-0.402159	86.729000	52.725775
1448276615.998398	46.345949	-0.402157	86.765000	52.725775
1448276617.002092	46.345949	-0.402155	86.999000	52.725775
1448276618.000864	46.345949	-0.402156	87.174000	52.725775
1448276619.004868	46.345948	-0.402155	87.201000	52.725775
1448276620.001669	46.345949	-0.402152	87.230000	52.725775
1448276621.002475	46.345949	-0.402152	87.087000	52.725775
1448276622.001593	46.345949	-0.402150	86.989000	52.725775
1448276623.002984	46.345948	-0.402151	87.044000	52.725775
1448276624.000633	46.345948	-0.402153	87.143000	52.725775
1448276625.006417	46.345948	-0.402155	87.227000	52.725775
1448276626.003596	46.345947	-0.402157	87.326000	52.725775
1448276627.002408	46.345948	-0.402157	87.532000	52.725775
1448276628.001513	46.345947	-0.402158	87.531000	52.725775
1448276629.002944	46.345948	-0.402158	87.455000	52.725775
1448276630.002918	46.345947	-0.402159	87.582000	52.725775
1448276631.004313	46.345948	-0.402161	87.547000	52.725775
1448276632.002387	46.345947	-0.402161	87.639000	52.725775
1448276633.005545	46.345947	-0.402161	87.646000	52.725775
1448276633.999774	46.345947	-0.402162	87.744000	52.725775
1448276635.005395	46.345946	-0.402164	88.005000	52.725775
1448276636.002487	46.345946	-0.402165	88.133000	52.725775
1448276637.006309	46.345947	-0.402165	88.141000	52.725775
1448276638.002412	46.345946	-0.402166	88.239000	52.725775
1448276639.003439	46.345946	-0.402168	88.380000	52.725775
1448276640.001109	46.345945	-0.402171	88.494000	52.725775
1448276641.004678	46.345945	-0.402172	88.543000	52.725775
1448276642.001915	46.345946	-0.402171	88.658000	52.725775
1448276643.004480	46.345946	-0.402172	88.650000	52.725775
1448276644.002026	46.345947	-0.402170	88.623000	52.725775
1448276645.002044	46.345947	-0.402169	88.753000	52.725775
1448276646.002139	46.345948	-0.402168	88.902000	52.725775
1448276647.004085	46.345948	-0.402169	88.910000	52.725775
1448276648.001580	46.345949	-0.402170	88.919000	52.725775
1448276649.008550	46.345948	-0.402171	88.833000	52.725775
1448276650.002151	46.345948	-0.402173	88.833000	52.725775
1448276651.007260	46.345948	-0.402173	88.790000	52.725775
1448276652.003048	46.345947	-0.402175	88.994000	52.725775
1448276653.003832	46.345946	-0.402178	88.964000	52.725775
1448276654.002570	46.345945	-0.402179	88.886000	52.725775
1448276655.007293	46.345945	-0.402180	88.765000	52.725775
1448276656.001280	46.345945	-0.402180	88.737000	52.725775
1448276657.006029	46.345945	-0.402182	88.730000	52.725775
1448276658.002471	46.345946	-0.402182	88.597000	52.725775
1448276659.003641	46.345946	-0.402181	88.414000	52.725775
1448276660.004282	46.345946	-0.402180	88.167000	52.725775
1448276661.005917	46.345947	-0.402180	88.139000	52.725775
1448276662.002349	46.345947	-0.402179	88.253000	52.725775
1448276663.004376	46.345947	-0.402177	88.261000	52.725775
1448276664.001711	46.345948	-0.402177	88.228000	52.725775
1448276665.003602	46.345948	-0.402178	88.079000	52.725775
1448276666.003115	46.345947	-0.402177	87.985000	52.725775
1448276667.004579	46.345948	-0.402176	87.893000	52.725775
1448276668.003290	46.345948	-0.402174	87.879000	52.725775
1448276669.004257	46.345949	-0.402174	87.959000	52.725775
1448276670.002651	46.345948	-0.402175	87.887000	52.725775
1448276671.004631	46.345948	-0.402172	88.055000	52.725775
1448276672.002868	46.345947	-0.402173	88.011000	52.725775
1448276673.007589	46.345948	-0.402172	88.139000	52.725775
1448276674.001691	46.345947	-0.402173	88.153000	52.725775
1448276675.003882	46.345947	-0.402173	88.075000	52.725775
1448276676.002305	46.345947	-0.402171	87.749000	52.725775
1448276677.004101	46.345948	-0.402169	87.807000	52.725775
1448276678.004582	46.345949	-0.402167	87.857000	52.725775
1448276679.008520	46.345949	-0.402165	87.802000	52.725775
1448276680.006705	46.345949	-0.402164	87.638000	52.725775
1448276681.007823	46.345949	-0.402164	87.489000	52.725775
1448276682.004876	46.345948	-0.402165	87.474000	52.725775
1448276683.008579	46.345949	-0.402165	87.524000	52.725775
1448276684.006632	46.345949	-0.402165	87.410000	52.725775
1448276685.006502	46.345948	-0.402165	87.168000	52.725775
1448276686.003362	46.345948	-0.402165	87.005000	52.725775
1448276687.006935	46.345948	-0.402164	87.005000	52.725775
1448276688.004563	46.345947	-0.402164	86.841000	52.725775
1448276689.009157	46.345947	-0.402162	86.819000	52.725775
1448276690.006400	46.345947	-0.402162	86.746000	52.725775
1448276691.007732	46.345946	-0.402162	86.753000	52.725775
